start	end	text
1340520	1345160	因为对于明年我们现在有每月7万片的先进封装的产能缺口,
1345160	1347960	我们大的芯片做不过别人,我们产成小芯片然后叠起来,
1347960	1350720	那么先进封装价值量和数量是不是都提升了,
1350720	1353120	而且这些先进封装的产线扩出来以后,
1353120	1354240	他们自己有的不测了,
1354240	1356320	交给外部的第三方独立测试环节,
1356320	1359400	所以给第三方独立测试厂也带来了业务弹性,
1359400	1363680	那么有了以上这些经员厂和封测厂要采购的这些设备,
1363680	1366320	那么这些设备又要向谁采购零部件呢?
1366320	1368360	那么这些设备其实也是组装厂,
1368360	1369880	他们要采购什么的零部件,
1369880	1373840	大家有没有发现全球的光模块扩产其实长得最猛的是上游的光芯片,
1373840	1378200	全球PCB扩产其实长得最猛的是上游的材料钻针,
1378200	1382440	那么全球半导体设备扩产目前长得最猛的是零部件,
1382440	1385320	这样共性的规律其实就是扩产中的瓶颈,
1385320	1387640	那么设备零部件这个瓶颈是怎么来的呢?
1387640	1391640	其实在日期、美期这些零部件的龙头厂商里,
1391640	1394640	也有像三星凯利是这样靠着技术垄断、
1394640	1398200	份额集中想赚作地起价暴力的钱的厂商里,
1398200	1402600	比如加热器、卡盘、伐门这些是直接影响设备厂商,
1402640	1405600	凉率的关键零部件赛道壁垒是非常高的,
1405600	1409520	所以无论是海外和国内都维持50%以上的毛利率水平,
1409520	1414520	所以这些环节是已经率先涨价20%甚至30%的,
1414520	1419240	但是他们的扩产幅度却只有少得可怜的5%-10%,
1419240	1423120	是远远跟不上设备厂商50%以上的订单增速的,
1423120	1425840	而且由于扩产周期要12-18个月,
1425840	1430440	过去因为半导体行业的周期没经历过这么大的需求,
1430440	1434560	所以他们的保守意愿再加上现在正靠涨价吃的盆满薄满,
1434560	1437880	所以他们没有那么强的扩产意愿甚至还会挑单做,
1437880	1440720	比如优先保障海外头部客户的产能,
1440720	1442360	无暇顾及国内设备客户,
1442360	1447040	近期我们调研就了解到日本陶瓷结构件已经通知国内某头部客户,
1447040	1449200	三季度开始交付周期将无限拉长,
1449200	1452880	包括海外真空笨真空法交期也在拉长6个月以上,
1452880	1456840	那么打破这个僵局的是谁,是我们的国产零部件,
1456840	1459000	比如说我们调研一家做法门的公司,
1459000	1463720	董事长跟我们聊到被长存奖励了500万是因为ALD罚的开发成功,
1463720	1467680	这个罚门是好秒级的开关,支持一秒钟开关20次,
1467680	1472360	单次开关解讯5毫秒,可精准控制原子级的气体通路量,
1472360	1476200	而且因为三星海力士等这些全球存储应设备产能受限,
1476200	1479120	也开始主动接洽公司寻求深度合作,
1479120	1482200	来为场务环节定制高纯净接近管罚,
1482200	1484760	真空不解,而且这样的调研情况不是个例,
1484760	1488280	而是一个普遍性的状况,毕竟大陆是有海力士的产能的,
1488280	1490920	而海力士最早的这些产物与设备配套,
1490920	1495400	就是国产的这些设备、零部件、材料企业最早切入的国际客户,
1495400	1498080	现在客户带客户来寻求保障供应链,
1498080	1500920	所以海外客户的拓展和订单是越来越多的。
1500920	1503560	在先进制程设备扩产浪潮出现之前,
1503560	1509040	我们就基于国产替代的必要和任务已经率先开始在设备定型时,
1509040	1514040	就和国内的这些先进制程的设备场开启了深度定制和高阶产品的研发定型,
1514080	1515960	而且还猛猛的扩了产能,
1515960	1518840	因为我们随时在为将来海外的断供做准备。
1518840	1523320	现在我们扩出的产能不光能满足国内设备厂商高增的需求,
1523320	1525120	还吃到了海外订单外益的红利。
1525120	1528240	最近连上市公司外协的这些名不见经传的小厂,
1528240	1531560	连格局最差的这种金属结构价都开始给客户涨价了。
1531560	1535200	目前我们国产的设备普遍比海外的同类设备便宜20%,
1535200	1537440	部分品类甚至便宜40-50%,
1537440	1540040	那么面对国际巨头这些千亿级别的扩散规模,
1544040	1546880	来这些存储厂控制周期波动风险的需求。
1546880	1549720	所以我们不是去炒设备零部价的涨价,
1549720	1553480	毕竟设备零部价的涨价还在可接受的转价成本范围境内,
1553480	1556280	但是我们要从设备零部价这个环节的涨价,
1556280	1559560	发现出谁才是这个扩散环节中最高的瓶颈。
1559560	1565280	毕竟按照往常的经验,设备厂是不敢和下游的金原厂去谈涨价的,
1565280	1566440	甚至你还要年价,
1566440	1572600	但是今年日韩的设备厂已经开始和金原厂谈5%以上的涨价幅度了,
1572600	1576720	但是设备零部价和设备厂谈的涨幅就更大,10%到30%不等,
1576720	1577960	所以这就是瓶颈环节。
1577960	1579480	总结设备零部价三个逻辑,
1579480	1582520	第一个,利润率上升,过去大幅扩散带来的折就,
1582520	1586720	开始投产贡献订单和利润了,带来了规模效应和挑单执行。
1586720	1589560	零部价厂商的标准品都开始上调价格,
1589560	1591480	第二是海外增量上升,
1591480	1595440	现在是海外设备上主动寻求国内零部价产的打开了出海空间,
1595440	1597560	第三是我们的国产化率上升,
1597560	1600760	相比于设备,其实之前零部价的整体国产化率更低,
1600760	1602960	重点单品的国产化率只有个位数,
1602960	1607000	而且之前国产替代的原因是海外整体没有卡脖子也没有断供,
1607000	1608280	能用海外的就用海外,
1608280	1610240	而今年海外断供加缺货,
1610240	1612440	国产替代成为了高需和加速趋势,
1612440	1617000	所以如今的设备零部价板块不再是往常的补涨设备的品种,
1617000	1618520	而是零涨设备的品种。
1622440	1625680	但是他们现在不得不采购国产的设备零部价,
1625680	1629280	这是大多数博主没有告诉你的一个关键信息产,
1629280	1634600	因为基于利润率海外增量国产替代三大逻辑带来的增量和弹性都大于设备,
1634600	1638440	所以这也是我们半年前到现在每期拍先进制成设备里,
1638440	1642240	基本上都有出现我们调研那几家头部零部价产商的画面,
1642240	1644680	大家想看更深入的逻辑可以回去回顾,
1644680	1647640	那么有了光刻机有了设备有了零部价,
1647640	1649360	开工还需要用什么,采料,
1649360	1653160	采料这边同样也是三个逻辑,设备扩产直接带动的材料需求增加,
1653160	1658080	第二通胀逻辑并非我们先进制成或者是存储产能扩产一倍,
1658080	1660160	材料的用量就只增加一倍,
1660160	1661080	而事实的情况,
1661080	1666720	我们现在要用压先进制成的DOV通过多重曝光的技术来生产先进制成的芯片,
1666720	1669240	所以每多一次多重图形化曝光,
1669240	1673920	那么就会带动课实成绩清洗这些全链条的工艺步骤数大幅上扬,
1673920	1677240	比如说之前65nm的芯片只需要20次的课实,
1677240	1680280	而如今的5nm芯片需要160次的课实,
1680280	1683400	这不光带动了课实环节设备的需求,
1683400	1686560	同样对应的薄膜成绩的工序也多达100道,
1686560	1689360	以及抛光的工序达到了30次以上,
1689360	1693720	以及高纯特气,把材,抛光液,显影液,光刻胶,
1693720	1696920	甚至清洗剂都是随之几何级别的增长,
1696920	1702360	而且由于我们要用更多的小芯片通过建核工艺去拼接来弥补性能上的不足,
1702360	1704440	所以对归片的需求也是倍数级的提升,
1704440	1706960	那么以把材这个环节举例,先进制成扩产一倍,
1706960	1709320	其实对把材的需求要放大5倍,
1709320	1711640	因为你不是一次成型,而是多重曝光,
1711640	1713840	而且把材的认证周期又长达3年,
1713840	1715720	提前认证等于提前锁定客户,
1715720	1718880	等到现在海外的把材已经大幅涨价的时候,
1718880	1720720	你才去认证,等你认证通过后,
1720720	1722600	没准这轮半导体周期都快结束了,
1722600	1726120	那么其实对应的其他半导体材料逻辑类似,
1726120	1729560	这就是通胀逻辑,最后还有一个去日化的逻辑,
1729560	1731360	大家可以看到自从年初以来,
1731360	1734400	我们就发视频强调了日本材料断供危机,
1734400	1736680	以及国产材料的加速突破,
1736680	1739320	再加上后续我们与韩国形成了一个蜜月期,
1739320	1741080	韩国的存储在导入我们的材料厂,
1741080	1744040	大陆的耗材企业也在富韩投资,
1744040	1746880	我们现在能替代的用国产,不能替代的用韩国,
1746880	1749680	长期的方向就是把现在态度不端正的小日子,
1749680	1751000	给逐渐踢出供应链,
1751000	1753800	但这不是一个力干建影的事情,
1753800	1755680	而是一个长期公关的事情,
1755760	1760080	毕竟现在日本仍然占据着半导体材料供应链的绝对地位,
1760080	1763600	虽然把材领域我们已经有了全球市占率第二的公司,
1763600	1766080	已经实现了上游的高存金属自主可控,
1766080	1768840	并且受益于五把材的限制出口,
1768840	1773040	这意味着未来两到三年存储大景气周期带来的五把材的增量,
1773040	1775280	大概是由我们国内的龙头全部承接,
1775280	1776840	但是在光刻胶领域,
1776840	1781720	尤其是ARF静默市和一有位光刻胶的整体化国产率仍然不足1%,
1781760	1786480	而且国产的光刻胶在性能稳定性批次一致性和客户验证广度等方面
1786480	1788160	与国际巨头人存在差距,
1788160	1790600	所以当日本掌握着全球高端光刻胶市场,
1790600	1795160	但是生产光刻胶所需要的关键矿产又由中国主要控制着全球产能,
1795160	1797280	所以这是一种相互依赖,
1797280	1799600	但又形成了一种隐性制衡的关系,
1799600	1801400	日本不会完全的断供,
1801400	1804360	中国目前的技术也没办法完全的替代,
1804360	1809600	所以大家以后看到什么日本断供光刻胶之类的传闻要有一个更清醒的认知,
1809600	1811560	国产替代是一个渐进的过程,
1811560	1815160	而不是一些自媒体口中一夜翻身的爽文剧情,
1815160	1817840	那么讲完了这条存储扩产的产业链,
1817840	1819800	这只是产业,这只是公司,
1819800	1822480	希望大家不要和股价表现去画等号,
1822480	1824200	毕竟这些环节和公司的逻辑,
1824200	1827040	我们已经持续跟踪强调了半年以上,
1827040	1829360	那么经过了整个5月和6月的加速上涨,
1829360	1831920	产业仍然是高仅气,高需求,
1831920	1834280	但是股价是会提前反应预期的,
1834280	1836480	我不得不要提醒的一个现状是什么,
1836520	1838800	当我们强调的半导体零部件龙头,
1838800	1842560	在最高点时,其实已经与美国的龙头市值不差上下,
1842560	1846320	甚至还有一些国内的卖方劝商已经列出了表格,
1846320	1852440	根据2030年的收入、业绩、市占率来拍做对应的估值和市值空间,
1852440	1855320	那么这种杰泽而余的长法肯定是无法持续的,
1855320	1857760	往往大家都看到美好的未来的时候,
1857760	1860280	其实短期的股价表现上也在透支未来了,
1860280	1863680	而且还要提醒零部件和材料的这些涨价,
1863680	1866880	大多数是在5月份才陆续开始,
1866880	1871240	而上市公司的中报体现的是4、5、6月、3个月的业绩,
1871240	1873360	所以大家经历了6月份这些公司,
1873360	1875520	大幅的上涨甚至短期翻倍之后,
1875520	1878560	所以你炒的是27年、28年,甚至是30年的预期,
1878560	1880160	但你看到的只是中报的业绩,
1880160	1884040	再好的业绩也满足不了大家这种线性乐观的预期,
1884040	1886720	大家会发现有的中报的铜笔增速,
1886720	1888240	甚至还没有股价涨幅度,
1888240	1890760	但是这并不意味着这份业绩就不好,
1890760	1896000	因为产业上的节奏和进展不会像每天波动的股票一样变化那么快,
1896000	1898680	那么既然我们上面为大家分析了扩产浪潮、
1898680	1901200	紧缺评价、扩产周期和涨价趋势,
1901200	1906520	那么这个行业的紧气还会在接下来的三级报、四级报中得到一个持续,
1906520	1907640	甚至加速的体现,
1907640	1911040	但是对短期的中报我想是已经很难超大家的预期了,
1911040	1914480	所以当大家面对中报好像业绩明明实现了铜笔增长,
1914480	1916240	但换来的却是股价下跌的时候,
1916240	1917880	这并不代表公司的逻辑坏了,
1917920	1919560	而是短期股价涨多了,
1919560	1923360	那么贵的问题只有两个维度能消化时间和空间,
1923360	1926280	时间上期待未来更好的业绩去消化估值,
1926280	1930000	空间就需要调整来消化货利盘来修正市场的预期,
1930000	1933160	所以我们在这给大家再次梳理整个产业内的逻辑,
1933160	1935840	不是为了给大家去做短线追涨杀跌的参考,
1935840	1940560	而是为了给大家将来可能潜在的调整中一些坚定的产业信心,
1940560	1943800	还有短期可能会发生的加速式上涨,
1943800	1946800	别人没有给你提醒到的一些估值透支的风险,
1946840	1948760	那么讲完了存储产业链,
1948760	1952320	大家别忘了现在的AI服务器里面存储只要是给谁服务的,
1952320	1953400	主角是那个GPU,
1953400	1956360	而生产GPU的主要是先进制程的金元代工,
1956360	1958160	大家可以在近期的市场发现,
1958160	1960840	金元代工其实是在大象起舞的,
1960840	1963880	而且不光先进制程的金元代工创出了新高,
1963880	1966600	成熟制程的金元代工同样表现强势,
1966600	1967480	这是为什么呢?
1967480	1971280	其实这里面藏着一条接下来半年都很清晰确定的逻辑,
1971280	1974200	那就是金元代工的紧票和涨价,
1974200	1976760	由AI驱动不光先进制程在涨价,
1976760	1978360	成熟制程也在涨价,
1978360	1982120	甚至成熟制程近期涨价的幅度比先进制程还要高,
1982120	1983040	那么这是为什么呢?
1983040	1987000	因为AI数据中心的芯片其实并不是只有GPU受益,
1987000	1989400	而是一个分层明显的系统工程,
1989400	1993320	主芯片也就是GPU内存决定了先进制程的景气,
1993320	1996360	配套的辅助芯片决定了成熟制程的景气,
1996360	1999360	两者是在2026年以后开启同步上行的,
1999360	2003280	那么GPU内存CPU和部分的高端交换芯片,
2003280	2005640	属于核心的算力和高带宽主芯片,
2005680	2008320	主要消耗的是先进制程的金元带工产的,
2008320	2010600	但是服务器里面还有电源管理,
2010600	2015800	功率器检时钟,传感器,接口芯片和光通性配套的电芯片,
2015800	2017720	网络芯片,控制芯片,
2017720	2020920	主要是运行在这些成熟制程的金元带工上面,
2020920	2023440	那么这个分层它决定了先进制程的景气,
2023440	2024880	先是由北美市场拉动,
2024880	2030000	随后带动成熟制程在电源互联和机柜及系统扩张中持续放量,
2030000	2035160	尤其当今年AI从单芯片竞争走向了整柜超节点竞争时,
2035200	2037280	成熟制程的重要性也显著台升了,
2037280	2042600	由于AI服务器带动的需求使得这些成熟制程的金元消耗量大幅提升,
2042600	2049000	而且台积电三星这些金元厂把资本开支和接近式资源优先倾向了先进制程,
2049000	2053160	先进封装和中介层,同时主动减产成熟制程,
2053160	2055960	缩减了低毛利率的消费电子生产线,
2055960	2058640	优先供给了高毛利率的AI订单,
2058640	2061400	所以就造成了成熟制程的产能不足,
2061400	2062760	订单开始转向大陆,
2062760	2067640	而大陆由于成熟制程的产能庞大成为了全球供给增量的核心,
2067640	2070560	而且由于AI领域的需求持续的挤占,
2070560	2074120	推动了大陆金元厂的价动率和价格持续台升,
2074120	2076400	所以去年只是先进制程紧缺,
2076400	2078360	今年成熟制程也开始紧缺,
2078360	2080640	成熟制程普遍涨价15%,
2080640	2084200	而且调研交流表示,紧张周期至少延续至2027年,
2084200	2088760	那么为什么我说这是一条接下来长达半年的明确线索呢?
2088760	2092040	因为更重要的后半程是接下来国产GPU开始量产,
2092040	2096040	因为以前只是海外的先进制程对成熟制程的挤压,
2096040	2100040	现在国产先进制程生产国产的算力卡也在规模放量,
2100040	2103000	那么对这些成熟制程的芯片配套需求也更多了,
2103000	2107360	那么对这些其他的成熟制程的芯片的挤压也就更严重,
2107360	2109760	所以村龙和鸿鸿长的是国产算力,
2109760	2114600	而其他的这些成熟制程的计员代工厂将应配套的国产服务器电源,
2114600	2117080	规光芯片、功率芯片、控制芯片,
2117080	2120480	而同步放量获得价动率和价格的双重拉动,
2120480	2124920	所以你的GPU越先进所需要的先进制程的量更大,
2124920	2128840	其实配套的成熟制程的这些辅助芯片也更多,
2128840	2131120	占用的成熟制程的产能也更大,
2131120	2134280	而在全球经营员产能紧张的情况下,
2134280	2135600	价动率满产和提价,
2135600	2139920	就是接下来新增产能排位投放的半年里比较确定的一个逻辑,
2139920	2144760	所以这也是大家能看到一些功率芯片、功率器件能够持续发出涨价含的原因。
2144760	2146360	所以上期视频我也给大家提示了,
2146360	2150240	别只盯着主芯片的先进制程经营员代工在涨价,
2150280	2155160	其实腐芯片的成熟制程经营员代工涨价可能更凶、更频繁,
2155160	2157600	因为它们的编辑变化短期更大,
2157600	2162880	所以国内经营员代工尤其成熟制程的企业当前的毛利率还处于近三年的低位,
2162880	2165880	接下来大家会在逐季度的财报上看到它们的改善,
2165880	2169480	并且逐渐形成产业景气共识的关键催化,
2169480	2172600	尤其国产芯片的放量我要格外强调,
2172600	2174760	大家一定要记住任老爷子那句话,
2174760	2176840	我们要用非摩尔补摩尔,
2176840	2178840	要用极群补单芯片,
2178880	2179800	这意味着什么?
2179800	2183080	我们要用超节点多卡并连的形式,
2183080	2187160	让我们的GPU打全价,用数量弥补性能的不足,
2187160	2188880	而且在经营员代工层面,
2188880	2191400	大家也要记住和停播的掏定率,
2191400	2194600	其实掏定率的核心放大了两个环节的价值,
2194600	2196120	经营员代工和先进分装,
2196120	2199480	而掏定率中的逻辑折叠需要在经营员代工环节完成,
2199480	2201760	后续通过逻辑折叠提升效能,
2201760	2206360	使得单芯片能够满足更多AI、手机等高端芯片的需求,
2206400	2208480	放大了现有供应下的性能,
2208480	2210680	提升了经营员代工的价值量,
2210680	2213720	这使得国内的经营员代工产能更饱和,
2213720	2214760	需求更旺盛,
2214760	2216360	面向的市场空间也会更大,
2216360	2219120	所以你们不需要研究人家掏定率,
2219120	2220520	这技术细节是怎样,
2220520	2221960	抓住主要矛盾,
2221960	2223160	你们是来投资的,
2223160	2224560	不是来开场的,
2224560	2226760	我的老领导在我做实习生的时候,
2226760	2228440	看着我长篇大论的报告,
2228440	2229600	只给我说了一句话,
2229600	2232320	一个好的投资逻辑三分钟就能讲清楚,
2232320	2234760	如果大家研究了三天三夜还搞不懂的时候,
2234880	2236040	说明你方向跑偏了,
2236040	2237320	或者是没抓住重点,
2237320	2238680	顺便给大家再提示一下,
2238680	2240400	长新昨晚公布的招股说明书,
2240400	2241480	7月16日深购,
2241480	2242800	然后按照科创版的惯例,
2242800	2244600	10天左右会正式上市交易,
2244600	2245800	然后再按照规则,
2245800	2248360	上市后最快一个月可纳入科创版的指数,
2248360	2250040	那么由于A股的散户资金,
2250040	2251880	情绪存在不可控的因素,
2251880	2253320	其实我们机构交流下来,
2253320	2257240	上面多方都希望开盘价不要复制中石油,
2257240	2259160	而且在纳入科创版指数时,
2259160	2261000	最好估值不要太离谱,
2261080	2264360	这样会给后续的科创版带来过大的调整压力,
2264360	2267960	也不利于再后续的还有其他科技企业,
2267960	2269320	要继续融资上市,
2269320	2270600	比如说还有长存,
2270600	2271720	比如说还有隋缘,
2271720	2274280	比如说还有接下来的商业航天公司都还要上市,
2274280	2276680	这都需要市场的情绪在,资金的热度在,
2276680	2278560	所以预计上市前的科技版块,
2278560	2280600	不能过热也不能量到冰胶里,
2280600	2284120	大家也不要把今天这种半导体设备版块集体涨停,
2284120	2286360	当做一个能时长发生的事情,
2286360	2288440	而且长新公布的中报利润,
2288440	2290600	还有可能是一个保守数字,
2290600	2293400	也有可能是为了帮大家降低预期,
2293400	2294320	但是上市后,
2294320	2297520	无论如何按照年化这几千亿的利润,
2297520	2299240	市值大概率也是几万亿,
2299240	2301160	而且不排除有乐观资金,
2301160	2303000	继续去推高短期的市值,
2303000	2307480	我们假设2300亿的利润给个10倍的估值2.3万亿,
2307480	2309080	这样很保守的市值来算,
2309080	2312400	合肥国资持股对应市值大约8462亿元,
2312400	2314280	除去历史累计投资的成本,
2314280	2316280	账面赋赢超过8200亿元,
2316280	2319760	这笔钱足够覆盖合肥产头的所有债务本息,
2319760	2321240	还能反补地方财政。
2321240	2322840	那么这一个巨无霸的龙头
2322840	2325480	能将整个金元代工的估值全部抬伸,
2325480	2327920	所以金元代工这个环节接下来的催化
2327920	2329360	还是值得大家多去留意的。
2329360	2331080	那么到了最后有了存储芯片,
2331080	2332080	有了算力芯片,
2332080	2335640	再和夜冷光模块交换机、电源结合起来,
2335640	2337200	这就是一台服务器了。
2337200	2340160	那么上面我们讲了越来越多的设备材料,
2340160	2340800	金元代工,
2340800	2343360	那么是不是就有了越来越多的国产算力?
2343360	2344680	那具体是什么样的节奏呢?
2344680	2345600	从26年来看,
2345600	2349280	中芯N加2制成总产能大约150万到180万片,
2349280	2353640	华为、韩王、海王、阿里这四家已经分配了120万到140万片,
2353640	2356200	其中深衡就占据了一半份额。
2356200	2360720	所以深衡在国产算力的份额和性能上面是摇摇领先的。
2360720	2364280	剩余的少量产能由这些二三线的厂商来竞争,
2364280	2366560	而产能分配不是由中芯来定,
2366560	2368280	是由上面的发X来定的。
2368280	2369520	那么再到了27年,
2369520	2372720	中芯的总产能提升到了220万到250万片,
2372720	2375760	头部的厂商仍然占据大部分产能约180万片,
2375760	2377600	剩余少量分配给二三线厂商。
2377600	2382120	所以国内整体先进制成的经员代工产能紧张情况要到2028年,
2382120	2385640	总产能达到300万片的量级时才会明显缓解。
2385640	2390040	而新产线从设备部署到量产大约需要18个月的调试周期,
2390040	2393680	需要爬坡良率到50%到60%才可以大规模供货。
2393680	2398760	所以当前已经是深藤950PR芯片大规模出货的时间了。
2398760	2401160	根据我们目前产业链调研了解到情况,
2401200	2403080	深藤当前的订单已经排满,
2403080	2404840	主要的客户是互联网云厂商,
2404840	2407520	三季度深藤的交付量会明显提升。
2407520	2408480	现在不光是满产,
2408480	2411080	头部供应商在加班加点的导班交付,
2411080	2413960	七成24小时把产线拉到100%的开工率。
2413960	2418040	而且深藤950高线素模组的厂商还准备了明年翻倍的产能,
2418040	2419880	来配合深藤的出货。
2419880	2424360	所以下半年深藤相关的供应链厂商业绩将迎来加速的释放。
2424360	2425360	但是由于上半年,
2425360	2428760	尤其四五月才是逐步的小批量确定供货商,
2428760	2430760	确定份额,两率爬坡之中,
2430760	2433360	所以业绩预计还体现的并不明显。
2433360	2436640	那么接下来大家会在7月12日到20日上海举办的
2436640	2439520	世界人工智能大会上看到国产算力的密集催化,
2439520	2442840	其中代表性的是华为将发布阿特拉斯950超级点,
2442840	2447760	单级群最大支持8192张深藤的NPO高速互联。
2447760	2452840	而且接下来8月份深藤950的DT版本也会提前与大家见面。
2452840	2457680	26年深藤950全年的出货大概是在120万片到140万片,
2457680	2460040	是从二级度才开始规模出货。
2460040	2463040	到了明年在超级点与大厂追加订单的推动下,
2463040	2465120	整体的出货有望来到300万片,
2465120	2467720	其中超级点带来的订单占比显著提升。
2467720	2470040	今年三四级度深藤950开始出货加速,
2470040	2473320	而且供几侧的金铭、HBM、先进封装、
2473320	2476160	还有互联业了这些产业、协同扩产、纷纷到位,
2476160	2477880	为两率爬坡提供了保障。
2477880	2480760	再加上接下来还有分销模式与生态合作伙伴体系
2480760	2483040	有利于深藤市场的进一步拓展。
2483040	2485280	那么大家近期经常会听到的超级点,
2485280	2487200	这个超级点不光有深藤的超级点,
2487200	2490080	还有韩王、海王、天书等国产芯片的超级点,
2490080	2492280	整个供应链的业绩都开始逐步兑现,
2492280	2494440	大家可以在交换机这个环节看到一些矛头。
2494440	2496920	那么整个超级点的思路就是用打群架的模式,
2496920	2498320	用数量弥补性能的缺陷,
2498320	2500880	通过提升卡与卡之间的互联带宽,
2500880	2503600	将多颗芯片融合为集群提供总算力。
2503600	2507240	所以超级点不是贵在GPU,而是在通信互联。
2507240	2509880	那么既然超级点贵在通信互联交换,
2509880	2513320	这有多贵呢?或者是带来的增量空间有多大呢?
2513320	2514320	给大家拆解看看,
2514320	2517800	深藤是怎么带着国产卡和英美打卡来打群架的。
2517800	2520680	目前这个月我们将看到的阿特拉斯950集群
2520680	2524960	整合了8192颗芯片,总算力达到了8亿flops。
2524960	2527640	而英美达的NVLink2144集群,
2527640	2531560	整合了144颗芯片,总算力达到了1.2亿flops。
2531560	2534360	所以说目前我们要用60倍的芯片数量,
2534360	2536520	实现7倍总算力优势。
2536520	2539600	而到了27年,深藤的960单芯片对比
2539600	2543040	同期英美达入并Altra的算力差距是1比25。
2543040	2545600	所以当EUV还在研发公关中,
2545600	2548400	DUV配合多重曝光配合华为的掏地率,
2548400	2550680	单芯片的算力提升还是比较有限的。
2550680	2552240	那么未来三到五年的趋势,
2552240	2554880	我们将利用卡间互联带宽高速增长,
2554880	2556840	配合国产配套大模型的技术优化,
2556880	2558880	来降低对极致硬件性能的依赖。
2558880	2561240	而且这些交换和互联的关键环节,
2561240	2563320	比如说交换芯片,比如说高线速模组,
2563320	2564400	不光绑定着华为,
2564400	2568800	还深度受益着其他国产算力超节点出货的产业紧急度。
2568800	2571400	比如字节,比如法理都会有自己的超节点。
2571400	2573800	那么能经过深藤验证的厂商,
2573800	2576160	也是这些其他客户的首选供应链。
2576160	2577840	那么国产算力我们要用超节点,
2577840	2579720	国产的算力卡有更多的功耗,
2579720	2581920	那么更多的芯片再加上更大的功耗,
2581920	2584160	带来了更多的AIDC的需求。
2584160	2586080	再加上近期外围报道,
2586080	2589440	H200又又又又获取准入的相关消息,
2589440	2592160	那么有了H200官方评价版的引入,
2592160	2593760	以及先进制程扩产带来,
2593760	2597160	深囤卡下半年和明年产能陆续翻翻的放调,
2597160	2600920	那么对于AIDC数据中心其房建设的这些供给侧,
2600920	2605440	从之前的缺卡弹优来到了现在海外卡国产卡的集体供给改善,
2605440	2607000	而且同等算力输出之下,
2607000	2609440	国产算力集群需要的AIDC建设规模,
2609480	2612400	又显著的高于海外先进芯片的方案,
2612400	2615440	所以有了近期AIDC的涨价新闻,
2615440	2619160	那么之前AIDC版块因为前期重资产投入折就高,
2619160	2623840	价格处于底部是因为芯片不足导致上价率低等因素持续调整,
2623840	2626200	再加上H200这些消息反复扰动,
2626200	2628920	投资预期也是比较悲观和不稳定的,
2628920	2631480	而且短期的业绩兑现难度也是比较大的,
2631480	2634480	但是在上述供需量价提升的变化之下,
2634480	2637120	未来量价提升的逻辑是比较容易预见的,
2637120	2638920	所以低位出现了逻辑变化,
2638920	2643680	那么后续行业的拐点以及产业预计年内还有两次以上的涨价,
2643680	2648760	那么作为最终承载国产算力的投资环节也是有机构在调研关注的,
2648760	2652920	所以当全球的资本开支遇到了当前AI产业链分配不均匀的问题,
2652920	2656000	那么中国为全球资本开支过高的问题,
2656000	2659120	提供了一个有速度有性价比的解决方案,
2659120	2663040	这也是近期行情由海外算力传达到国产算力的一个重要逻辑,
2663080	2667560	这也为我们AI投资下半年和下半场的方向打开了新的思路,
2667560	2668560	最后还要给大家提醒,
2668560	2673200	我们不发视频的时候是为了让大家认真体会已经发布过的视频,
2673200	2676400	我们的视频是为了预见而不是为了预见,
2676400	2680640	但同时我们也发现了不法分子在利用我们不发视频的期间,
2680640	2684440	用AI制作了我们的声音和画面来主动联系用户,
2684440	2685200	骗取信任,
2685200	2687120	甚至在进行一些非法活动,
2687120	2688680	所以大家一定要擦亮眼睛,
2688680	2691800	注意任何以服总身份主动联系你的人都是骗子,
2691800	2695480	而且也希望我的观众有这个最基础的常识和分辨能力,
2695480	2698280	分得清真服总才看得懂常识评。
